IdTrafficLight,installDate,longitude,latitude,IdCross
46694,Fri Jan 01 00:00:00 Cet 1960,-3.68642079579937,40.4373759108884,49
39526,Sat Jan 08 00:00:00 Cet 1966,-3.68635963344207,40.4351553815863,156
37962,Wed May 07 00:00:00 Cest 2014,-3.68770545245195,40.4254519869541,13
39533,Wed Jan 05 00:00:00 Cet 1966,-3.686533776393,40.4330666652748,155
39534,Wed Jan 05 00:00:00 Cet 1966,-3.68654325170916,40.4329445377695,155
29148,Wed Feb 09 00:00:00 Cet 1966,-3.68674044369572,40.4305096744409,162
40269,Tue Jan 04 00:00:00 Cet 1966,-3.68720506238354,40.4278754894467,154
43445,Tue Jun 06 00:00:00 Cest 1978,-3.66088390421595,40.4406743728236,879
40893,Mon Jan 03 00:00:00 Cet 1966,-3.68815498673207,40.4225249810157,153
38043,Fri Jan 01 00:00:00 Cet 1960,-3.67996947488265,40.4213237457907,19
38042,Fri Jan 01 00:00:00 Cet 1960,-3.6797816286523,40.4213595868466,19
38071,Sat Jun 11 00:00:00 Cet 1966,-3.67607806799035,40.4213994145824,179
38070,Sat Jun 11 00:00:00 Cet 1966,-3.67594988144016,40.4213989164114,179
38184,Mon Mar 17 00:00:00 Cet 1969,-3.67440816348951,40.4213416407567,343
38185,Mon Mar 17 00:00:00 Cet 1969,-3.67437649926407,40.4213400198731,343
21087,Fri Jan 01 00:00:00 Cet 1960,-3.68873457497074,40.4206002114916,22
50682,Fri Jan 01 00:00:00 Cet 1960,-3.68954696140786,40.4197189996686,22
21088,Fri Jan 01 00:00:00 Cet 1960,-3.68858993976176,40.4205833708622,22
38065,Sun Jan 01 00:00:00 Cet 1978,-3.67754486631971,40.4214889401294,871
38064,Sun Jan 01 00:00:00 Cet 1978,-3.67752271338332,40.4214879515341,871
39540,Tue Jul 11 00:00:00 Cest 2006,-3.68665037071032,40.4317105449508,1962
38061,Fri Jan 01 00:00:00 Cet 1960,-3.67895815473111,40.4215634493467,2226
38060,Fri Jan 01 00:00:00 Cet 1960,-3.67891505125915,40.4215618685926,2226
19050,Tue Apr 18 00:00:00 Cest 2017,-3.69867306758033,40.4346416532118,476
53365,Sat Oct 21 00:00:00 Cet 1967,-3.69790380302813,40.4327169307906,251
53366,Sat Oct 21 00:00:00 Cet 1967,-3.69781819384367,40.4326659495976,251
53367,Sat Oct 21 00:00:00 Cet 1967,-3.69759546848933,40.4321241561934,251
53225,Sat Oct 21 00:00:00 Cet 1967,-3.69765810119423,40.4321725586379,251
19412,Wed Jul 12 00:00:00 Cet 1967,-3.69708707461628,40.4309717374762,234
53407,Wed Jul 12 00:00:00 Cet 1967,-3.69695733865593,40.4307170335008,234
19414,Wed Apr 05 00:00:00 Cest 2017,-3.69704158031653,40.4307669369218,234
53409,Wed Jul 12 00:00:00 Cet 1967,-3.69658819621906,40.4298418695096,235
53414,Wed Jul 12 00:00:00 Cet 1967,-3.69650814810419,40.4296353962234,235
19543,Fri Apr 28 00:00:00 Cest 2017,-3.69656425619592,40.429649836669,235
53342,Wed Oct 31 00:00:00 Cet 1990,-3.69820550187327,40.4334294737458,1236
53341,Wed Oct 31 00:00:00 Cet 1990,-3.69824988095139,40.4335465226534,1236
53459,Tue Jan 09 00:00:00 Cet 1968,-3.70342346945472,40.4454985417967,279
53458,Tue Jan 09 00:00:00 Cet 1968,-3.70331034021759,40.4452824820628,279
53467,Fri Jan 19 00:00:00 Cet 1968,-3.70293264434049,40.4443670601143,281
53462,Fri Jan 19 00:00:00 Cet 1968,-3.7028292781071,40.4441670993341,281
53461,Fri Jan 19 00:00:00 Cet 1968,-3.7029472211882,40.4444150619273,281
20925,Sat Jun 10 00:00:00 Cest 2017,-3.70272865955265,40.4440666100774,281
53470,Tue Jan 09 00:00:00 Cet 1968,-3.70245238096353,40.4432926711365,280
