ID,Gis_X,Gis_Y,FechadeAlta,Distrito,Barrio,NFinca,TipodeReserva,LineaBateria,NumerodePlazas,LongitudP,Longitud,Latitud,Direccion
14.04,"446223,6600000000","4472365,5600000000",38392,MORATALAZ,PAVONES,S/N,Taxi,Línea,4,"12,07",-3.6337094,40.4001619,"HACIENDA DE PAVONES, CALLE, DE LA, S/N"
14.07,"444821,6500000000","4473037,5800000000",42038,MORATALAZ,MARROQUINA,117,Taxi,Línea,12,"60,00",-3.6502882,40.4061241,"MORATALAZ, AVENIDA, DE, 117"
14.08,"446005,1400000000","4473317,5100000000",35256,MORATALAZ,MARROQUINA,139,Taxi,Línea,4,"20,00",-3.6363651,40.4087235,"DOCTOR GARCIA TAPIA, AVENIDA, DEL, 139"
14.12,"445499,7800000000","4473396,1500000000",43719,MORATALAZ,MARROQUINA,195,Taxi,Línea,1,"8,00",-3.6423275,40.409399,"MORATALAZ, AVENIDA, DE, 195"
15.01,"445919,1200000000","4476576,5300000000",38418,LINEAL,QUINTANA,419,Taxi,Línea,4,"28,00",-3.637656,40.438077,"ALCALA, CALLE, DE, 419"
15.02,"445409,2500000000","4476277,1100000000",38398,LINEAL,QUINTANA,375,Taxi,Línea,3,"16,00",-3.6436417,40.4353464,"ALCALA, CALLE, DE, 375"
15.03,"444434,4800000000","4475938,2500000000",38394,LINEAL,QUINTANA,279,Taxi,Línea,4,"23,00",-3.6551042,40.4322292,"ALCALA, CALLE, DE, 279"
15.05,"444189,9200000000","4475335,6800000000",42033,LINEAL,VENTAS,31,Taxi,Línea,3,"15,00",-3.6579344,40.4267845,"RICARDO ORTIZ, CALLE, DE, 31"
15.06,"444180,4500000000","4476269,9600000000",38397,LINEAL,CONCEPCIÓN,29,Taxi,Línea,4,"20,00",-3.6581281,40.4352004,"VIRGEN DE LA ROCA, CALLE, DE LA, 29"
15.08,"444364,8300000000","4474919,6000000000",38394,LINEAL,VENTAS,3,Taxi,Línea,15,"39,69",-3.6558362,40.423048,"MARQUES DE CORBERA, AVENIDA, DEL, 3"
15.09,"444438,2200000000","4477256,4900000000",38400,LINEAL,SANPASCUAL,3,Taxi,Línea,9,"48,00",-3.6551754,40.4441048,"CONDESA DE VENADITO, CALLE, DE LA, 3"
15.1,"445079,4200000000","4476073,2100000000",38398,LINEAL,QUINTANA,339,Taxi,Línea,4,"20,50",-3.6475126,40.4334878,"ALCALA, CALLE, DE, 339"
15.11,"443199,3300000000","4481234,6400000000",36486,LINEAL,COSTILLARES,31 A,Taxi,Línea,6,"29,90",-3.6701393,40.4798582,"CONDADO DE TREVIÑO, CALLE, DEL, 31 A"
15.13,"443292,7100000000","4480989,7100000000",1,LINEAL,COSTILLARES,301,Taxi,Línea,3,"15,90",-3.6690157,40.4776581,"ARTURO SORIA, CALLE, DE, 301"
15.14,"444275,7600000000","4476800,4000000000",38400,LINEAL,SANPASCUAL,11,Taxi,Línea,3,"14,00",-3.6570509,40.4399853,"SALVADOR DE MADARIAGA, CALLE, DE, 11"
15.16,"444482,5600000000","4478319,6600000000",38398,LINEAL,SANJUANBAUTISTA,143,Taxi,Línea,9,"44,00",-3.6547455,40.4536854,"ARTURO SORIA, CALLE, DE, 143"
15.17,"444678,7100000000","4477881,2000000000",41446,LINEAL,SANJUANBAUTISTA,2,Taxi,Línea,14,"70,10",-3.6523941,40.4497486,"RAMIREZ DE ARELLANO, CALLE, DE, 2"
15.18,"443743,0100000000","4479901,4000000000",41269,LINEAL,COSTILLARES,102,Taxi,Línea,9,"45,00",-3.663607,40.4678847,"MESENA, CALLE, DE, 102"
15.22,"443009,2000000000","4480445,6000000000",42023,LINEAL,COSTILLARES,14,Taxi,Línea,2,"10,00",-3.6723114,40.4727371,"SERRANO GALVACHE, CALLE, DE, 14"
15.24,"445578,4200000000","4475890,1300000000",38397,LINEAL,PUEBLO NUEVO,51,Taxi,Línea,5,"25,00",-3.6416141,40.4318713,"EMILIO FERRARI, CALLE, DE, 51"
15.25,"443124,9500000000","4480839,6600000000",41407,LINEAL,COSTILLARES,frente 11,Taxi,Línea,7,"35,00",-3.6709813,40.4762949,"YERMA, CALLE, DE, frente 11"
15.27,"444327,2500000000","4475919,3300000000",38190,LINEAL,CONCEPCIÓN,269,Taxi,Línea,2,"10,00",-3.6563667,40.4320516,"ALCALA, CALLE, DE, 269"
15.28,"443276,6500000000","4480071,3300000000",38455,LINEAL,COSTILLARES,23,Taxi,Línea,3,"15,01",-3.6691231,40.4693838,"BAUSA, CALLE, DE LA, 23"
15.31,"444423,3100000000","4477638,6800000000",39794,LINEAL,SANJUANBAUTISTA,3B,Taxi,Línea,3,"15,10",-3.6553846,40.4475468,"EMILIO VARGAS, CALLE, DE, 3B"
15.33,"443472,6300000000","4480140,6700000000",40666,LINEAL,COSTILLARES,270,Taxi,Línea,3,"15,00",-3.6668176,40.4700218,"ARTURO SORIA, CALLE, DE, 270"
15.34,"444233,5600000000","4477679,9500000000",41446,LINEAL,SANJUANBAUTISTA,27,Taxi,Línea,4,"20,00",-3.6576257,40.4479059,"RAMIREZ DE ARELLANO, CALLE, DE, 27"
15.35,"445689,4600000000","4475740,0700000000",44302,LINEAL,PUEBLO NUEVO,31 B,Taxi,Línea,3,"15,00",-3.6402922,40.4305268,"ASCAO, CALLE, DE, 31 B"
16.01,"446438,6300000000","4479547,4000000000",38442,HORTALEZA,CANILLAS,11,Taxi,Línea,3,"15,00",-3.6317815,40.4648739,"MOTA DEL CUERVO, CALLE, DE, 11"
16.02,"444812,7300000000","4480195,5300000000",38442,HORTALEZA,PINARDELREY,frente 468,Taxi,Línea,9,"45,00",-3.651015,40.4706061,"LOPEZ DE HOYOS, CALLE, DE, frente 468"
16.03,"444623,2100000000","4479917,2100000000",38446,HORTALEZA,PINARDELREY,341,Taxi,Línea,3,"18,00",-3.6532262,40.4680863,"LOPEZ DE HOYOS, CALLE, DE, 341"
16.07,"444132,7500000000","4480890,0200000000",38442,HORTALEZA,APÓSTOLSANTIAGO,Fte 18,Taxi,Línea,3,"15,00",-3.659097,40.476817,"CUEVAS DEL ALMANZORA, CALLE, DE, Fte 18"
16.08,"445083,4500000000","4479375,6100000000",38448,HORTALEZA,CANILLAS,41,Taxi,Batería,2,"6,10",-3.6477507,40.4632378,"CANILLAS, CARRETERA, DE, 41"
16.09,"447989,1400000000","4478201,3400000000",38448,HORTALEZA,PALOMAS,18,Taxi,Línea,3,"15,00",-3.6133832,40.4528463,"LUIS DE LA MATA, CALLE, DE, 18"
16.11,"445295,2900000000","4478697,5600000000",44298,HORTALEZA,PIOVERA,34,Taxi,Línea,6,"27,70",-3.6451937,40.4571436,"MOSCATELAR, CALLE, DE, 34"
16.12,"447568,0400000000","4478618,2100000000",40140,HORTALEZA,PALOMAS,50,Taxi,Línea,6,"34,00",-3.6183836,40.4565753,"ANDES, AVENIDA, DE LOS, 50"
16.15,"445337,2700000000","4484342,9300000000",38630,HORTALEZA,VALDEFUENTES,4,Taxi,Línea,2,"10,00",-3.6451854,40.5080025,"JULIO CARO BAROJA, CALLE, DE, 4"
16.19,"443372,2600000000","4481975,2100000000",40252,HORTALEZA,VALDEFUENTES,20 posterior,Taxi,Línea,5,"25,00",-3.6681653,40.4865413,"MANOTERAS, AVENIDA, DE, 20 posterior"
16.2,"443300,7900000000","4482192,0400000000",40253,HORTALEZA,VALDEFUENTES,20 A,Taxi,Línea,2,"10,00",-3.6690279,40.4884898,"MANOTERAS, AVENIDA, DE, 20 A"
